,value
SCL_mean_stress,2.307760130220474
SCL_mean_medit,1.511097633700038
ΔSCL_medit_minus_stress,-0.7966624965204361
HR_mean_stress,69.474850860545
HR_mean_medit,80.30920145345287
ΔHR_medit_minus_stress,10.834350592907867
PVA_mean_stress,5.502908513454901
PVA_mean_medit,10.602809565110856
ΔPVA_medit_minus_stress,5.099901051655955
RMSSD_ms_stress,236.9975535223673
RMSSD_ms_medit,198.1717911901922
ΔRMSSD_ms,-38.82576233217509
