sec,SCL,SCR,BVP,PVA,HR,MOTION
0,7.564127004146576,0.0010000000474974,60.564103031158446,0.0,30.0,0.7019118757918477
1,8.08595542907715,0.0010000000474974,51.559829235076904,0.0,30.0,0.13165338169783353
2,8.024880266189575,0.0010000000474974,51.29914560317993,0.0,30.0,0.036640232056379285
3,8.02003571987152,0.22577500003681047,50.642246627807616,2.299145245552063,41.58201942443848,0.01149497479200362
4,8.009773635864258,0.4556377109140158,48.36446866989136,11.346764063835144,70.1782096862793,0.01149497479200362
5,7.968306517601013,-0.056367583684914235,49.18803415298462,13.55250334739685,77.94608612060547,0.0
6,7.9287850737571715,-0.07615724783390757,49.2612943649292,11.343101501464844,80.59985084533692,0.002873743698000905
7,7.880947291851044,-0.09475612379610535,51.05128231048584,10.6446888923645,81.31328258514404,0.02298994958400724
8,7.838831734657288,-0.10465343128889795,51.63858366012573,16.796703338623047,81.4816120147705,0.008621231094002715
9,7.810182523727417,-0.09437241330742832,49.627594566345216,21.12698450088501,81.52173614501953,0.002873743698000905
10,7.782448816299438,-0.08350615128874775,53.141635704040525,24.07448081970215,81.95635299682617,0.0
11,7.7480772733688354,-0.08152455911040302,47.0781436920166,27.028082370758057,82.2425163269043,0.0
12,7.719084751605988,-0.07625001221895214,49.373015785217284,28.691697597503662,82.03343620300294,0.00574748739600181
13,7.693601822853088,-0.07100096885114904,51.7704514503479,28.354700756072997,82.22842292785644,0.0
14,7.696920704841614,-0.040915657322329886,45.77350425720215,30.23199043273926,82.33842010498047,0.0
15,7.773903560638428,0.04875879159662867,50.45054931640625,30.94383344650269,82.34295463562012,0.0
16,7.80064549446106,0.06923936046659943,50.32173385620117,29.35653238296509,81.87229251861572,0.02586369328200815
17,7.7580721616745,0.016815476924239174,48.4163613319397,27.97924256324768,81.6743574142456,0.0
18,7.708632123470307,-0.03797775164712216,51.83272285461426,27.275946521759032,79.21002502441407,0.0
19,7.667126977443695,-0.07913368865847584,50.74969472885132,26.81562919616699,77.53051300048828,0.0
20,7.629093337059021,-0.09967930428683755,47.27472543716431,28.180708789825438,78.5628505706787,0.0
21,7.597773718833923,-0.09429357070475812,51.564102458953855,30.26862096786499,78.28103427886963,0.0
22,7.571260666847229,-0.08130362387746567,50.98107433319092,30.53113555908203,79.07861137390137,0.0
23,7.549020385742187,-0.06909675281494851,46.67521343231201,31.736263275146484,77.62142181396484,0.0
24,7.524338483810425,-0.0634246068075299,51.44139175415039,32.90292901992798,76.97279529571533,0.0
25,7.498397755622864,-0.06240850407630201,51.12881593704223,32.32234477996826,76.69449386596679,0.02640252038836477
26,7.469557893276215,-0.06532519487664099,46.13797302246094,33.1428581237793,77.80261840820313,0.0
27,7.450140333175659,-0.059719489328563156,51.177655410766604,32.64285626411438,77.97738494873047,0.020116205886006336
28,7.434995627403259,-0.05119518348947163,50.57203931808472,29.963369369506843,79.62105293273926,0.02155307773500679
29,7.4214911460876465,-0.04314390709623689,51.67948741912842,29.211232662200928,83.20935249328613,0.020116205886006336
30,7.414586353302002,-0.03106885906308885,46.307081413269046,28.40048789978028,86.51751441955567,0.01724246218800543
31,7.41473890542984,-0.01750439810566599,47.97680082321167,28.289376640319823,85.29853630065918,0.019756988435983648
32,7.398029983043671,-0.02364373169839378,52.703296947479245,29.711843538284302,82.96323490142822,0.06950867678970093
33,7.454908907413483,0.039025757808849426,46.751526546478274,28.335775279998778,83.4698694229126,0.002873743698000905
34,7.692838823795318,0.24901450611650938,48.881562900543216,27.378510427474982,85.52478313446045,0.0
35,7.831736207008362,0.3136141143739223,50.88095235824585,24.79242992401123,83.82298564910889,0.0019756987690925576
36,7.755478072166443,0.16008807290345425,51.20818071365356,21.23687353134155,83.01382789611816,0.040232411585748154
37,7.641720342636108,-0.011222830603946934,52.33028087615967,23.729548740386967,82.52885608673095,0.0
38,7.58259072303772,-0.10867417231202121,47.57142839431763,23.34981656074524,82.15951137542724,0.0
39,7.626422941684723,-0.07060432643629606,50.10927972793579,23.040293216705322,81.99547576904297,0.0
40,7.671971762180329,0.0005653232219628752,50.95054950714111,26.108669090270997,80.82463626861572,0.0
41,7.621883285045624,-0.019157059083227027,47.8223443031311,27.61172208786011,78.31545333862304,0.0
42,7.546082925796509,-0.07231481373310085,49.510989379882815,27.31135606765747,77.3129997253418,0.0
43,7.489051508903503,-0.11162909157574172,52.674603366851805,28.949939155578612,76.83579959869385,0.01149497479200362
44,7.446783351898193,-0.12781580798327918,48.32417573928833,30.953601694107057,76.66140098571778,0.012931846641004075
45,7.403294503688812,-0.12471124511212106,48.19291830062866,31.404151153564452,76.59901123046875,0.0
46,7.37517923116684,-0.10005104579031462,54.47008543014526,30.980463600158693,79.01236228942871,0.0
47,7.353625631332397,-0.07783245462924238,48.37362651824951,34.908424854278564,81.02855491638184,0.0
48,7.331499695777893,-0.06555191334336992,46.76068372726441,35.5042724609375,81.57715606689453,0.0
49,7.292359721660614,-0.07363499160856005,53.44810733795166,36.15506534576416,79.5435073852539,0.020116205886006336
50,7.269966781139374,-0.06682237768545743,47.02319869995117,38.7484733581543,80.55983276367188,0.007184359245002263
51,7.252494835853577,-0.0592744424939155,47.551282024383546,35.68620204925537,81.13893661499023,0.0344849247485399
52,7.236091136932373,-0.051770249474793605,53.259462642669675,36.14163503646851,81.0213737487793,0.031072353571653333
53,7.2148426413536075,-0.049478284455835776,48.35653276443482,37.552501392364505,79.45580043792725,0.0
54,7.197599649429321,-0.04539288971573111,49.05860795974731,32.86446762084961,80.66794509887696,0.0
55,7.176961648464203,-0.04761853115633125,52.93040323257446,31.410256385803223,81.61877822875977,0.0
56,7.15872677564621,-0.046980825252830934,46.782051467895506,33.1410252571106,81.57715606689453,0.0
57,7.145947134494781,-0.04133244156837458,49.71184406280518,32.44444389343262,79.77268753051757,0.0
58,7.121074533462524,-0.047989884577691516,51.97496957778931,29.71916980743408,77.75605087280273,0.0
59,7.095439052581787,-0.05407813014462585,48.69658145904541,29.542125177383422,78.29814052581787,0.0
60,7.07216864824295,-0.05667672678828236,49.478632259368894,30.272283267974853,78.46793403625489,0.0
61,7.037110495567322,-0.06918612355366345,52.4841272354126,30.61782636642456,77.75317306518555,0.0
62,7.023377203941346,-0.05810936521738763,48.17582416534424,31.782661724090577,78.44850807189941,0.0
63,7.0154805183410645,-0.04299695976078506,48.70024423599243,33.06532287597656,80.33322200775146,0.0
64,7.009376895427704,-0.03030105684883887,50.99816837310791,31.19169750213623,81.10867919921876,0.0
65,6.981681227684021,-0.040296834241598814,45.77411470413208,31.17338171005249,81.36424198150635,0.0
66,6.950514280796051,-0.053772058431059075,51.47863245010376,29.247863626480104,81.4608715057373,0.0
67,6.917554140090942,-0.06786091364920135,53.274114799499515,26.23504242897034,81.77788734436035,0.06950867567211386
68,6.90015869140625,-0.06299704397097226,48.54029293060303,19.501220655441283,82.09634056091309,0.15105115082114934
69,6.888523542881012,-0.050468853861093475,46.307081842422484,26.763125276565553,79.77325839996338,0.30120425075292584
70,6.915952003002166,-0.003016284773184437,51.246642398834226,29.181928634643555,79.26023864746094,0.22756457142531866
71,7.116153430938721,0.19193068416789172,52.64224672317505,25.74175853729248,78.34814586639405,0.3083886180073022
72,7.682042944431305,0.6680334843695164,47.458486270904544,29.640415287017824,82.28559379577636,0.12824081107974047
73,8.281998586654662,0.9939724430441856,47.78998775482178,31.865690612792967,85.81235733032227,0.0862123109400272
74,8.481170082092286,0.9223286852240562,48.5238094329834,26.148351621627807,87.02593307495117,0.14458522703498597
75,8.356196737289428,0.5085701011121273,54.541514015197755,24.21367506980896,87.55484580993652,0.08262013103812926
76,8.14928126335144,0.04976752488873897,47.642857265472415,21.904762268066406,87.46355438232422,0.10668773408979174
77,7.9804376602172855,-0.25509331896901133,51.72588529586792,22.15873031616211,89.0078140258789,0.2633067607879639
78,7.8703420758247375,-0.3456984996795654,51.167887926101685,22.539682388305664,90.16652297973633,0.5368512354791164
79,7.780846571922302,-0.3148754723370075,43.28266186714173,22.539682388305664,89.21932983398438,0.2412148585543036
80,7.695585489273071,-0.25980852171778673,72.55006096363067,24.78510389328003,87.77277030944825,1.2639083968475462
81,7.771538424491882,-0.07828593921731222,43.37118432559073,37.509159088134766,79.57559967041016,0.8804431945085526
