sec,SCL,SCR,TEMP,BVP,PVA,HR,MOTION
0,1.8194753855466843,0.0010000000474974,35.11350002288818,60.975579786300656,0.0,30.0,0.42172188088297846
1,2.0111316323280333,0.17486093255865848,35.11000061035156,62.08730125427246,0.0,30.0,0.2853986646980047
2,2.117221587896347,0.30497694984078405,35.102749061584475,52.06288166046143,0.0,30.0,0.17799249887466428
3,2.198858606815338,0.23675918951630592,35.09075002670288,48.652625274658206,15.42857093811035,44.508828830719,0.05891174599528308
4,2.2551652669906614,0.21789732836186887,35.077751350402835,50.78083028793335,26.92857069969177,62.14311695098877,0.25989419221878046
5,2.3312707901000977,0.19652906544506546,35.06750011444092,51.57020778656006,11.648351669311523,65.1112289428711,0.24462742581963534
6,2.3422192990779878,0.121859242580831,35.05675067901611,56.18314981460571,11.648351669311523,65.1112289428711,0.37915455028414724
7,2.2475737810134886,-0.01903094221415811,35.04999923706055,43.46153841018677,11.648351669311523,65.1112289428711,0.8626619171351194
8,2.0834223330020905,-0.18291100226342677,35.042500495910645,44.963980531692506,11.648351669311523,65.1112289428711,0.8714627489447594
9,2.0460371673107147,-0.18594609014689922,35.040000915527344,60.32783918380737,13.786934995651245,67.10349311828614,1.8810447812080384
10,2.032151234149933,-0.14800736252218483,35.040000915527344,43.86813182830811,14.407814025878906,67.68189239501953,1.7122123688459396
11,2.0401241958141325,-0.07764520905911922,35.03975086212158,43.03540910547599,14.407814025878906,67.68189239501953,1.5123075813055038
12,1.9844279348850251,-0.07626996655017133,35.029998779296875,60.47069599628448,14.407814025878906,67.68189239501953,0.679999590665102
13,1.9468901455402374,-0.07391437748447055,35.022749996185304,51.181929206848146,14.407814025878906,67.68189239501953,0.1111779578030109
14,1.9487975597381593,-0.05135855199769135,35.0152494430542,48.391330814361574,14.407814025878906,67.68189239501953,0.04059162996709343
15,1.9302957326173782,-0.04981868667528027,35.00449924468994,50.44200239181519,22.07142894268036,75.23338527679444,0.03699945006519552
16,1.911336100101471,-0.046630186866968806,34.99400100708008,48.96581192016602,10.832722663879395,80.69939422607422,0.0
17,1.8958098083734511,-0.0386470441706478,34.986500930786136,49.08852291107178,10.766178250312805,80.69939422607422,0.11351287066936491
18,1.885319072008133,-0.035552735440432956,34.97899971008301,50.672161388397214,11.396825265884399,79.16219387054443,0.06968828365206714
