group,sec,HR_mean
vr_high,144,87.01690698623658
vr_high,145,86.83110733032227
vr_high,146,85.96390203475951
vr_high,147,84.88750343322754
vr_high,148,84.25436086654663
vr_high,149,84.41322826385498
vr_high,150,84.72731073379516
vr_high,151,84.6949315071106
vr_high,152,84.24444320678711
vr_high,153,83.26055121421814
vr_high,154,82.06729782104492
vr_high,155,80.76555221557616
vr_high,156,79.70778188705444
vr_high,157,79.87213733673096
vr_high,158,80.18392510414124
vr_high,159,80.8867165184021
vr_high,160,81.75240346908569
vr_high,161,83.40353055953979
vr_high,162,83.36990146636963
vr_high,163,84.0346231842041
vr_high,164,83.21383544921875
vr_high,165,82.76607847213745
vr_high,166,82.67245126724244
vr_high,167,82.8994762802124
vr_high,168,83.0307580757141
vr_high,169,82.85312250137329
vr_high,170,84.11852073669434
vr_high,171,84.11641496658325
vr_high,172,84.13966526031496
vr_high,173,83.74379180908203
vr_high,174,83.23002638816834
vr_high,175,82.43616132736206
vr_high,176,82.16038373947143
vr_high,177,83.61818796157837
vr_high,178,82.22103923797607
vr_high,179,80.71204664230346
vr_high,180,80.31842758178712
vr_high,181,80.94604621887207
vr_high,182,81.84961669921874
vr_high,183,82.64748714447022
vr_high,184,82.64980682373047
vr_high,185,83.18202127456665
vr_high,186,83.38803720474243
vr_high,187,83.18479795455933
vr_high,188,82.80754146575927
vr_high,189,82.32439807891845
vr_high,190,82.01570899963379
vr_high,191,81.71306962966919
vr_high,192,81.60615242004394
vr_high,193,82.44957214355469
vr_high,194,83.37789079666138
vr_high,195,83.89704048156739
vr_high,196,84.03545381546022
vr_high,197,83.9731276702881
vr_high,198,84.57919292449951
vr_high,199,84.6981799507141
vr_high,200,84.64504915237427
vr_high,201,83.7060689163208
vr_high,202,82.72436290740967
vr_high,203,83.17676431655885
vr_high,204,84.2900140953064
vr_high,205,84.30759004592895
vr_high,206,84.0190564918518
vr_high,207,84.03693384170532
vr_high,208,84.80432955741882
vr_high,209,86.32753191947937
vr_high,210,86.76449798583984
vr_high,211,85.48207738876343
vr_high,212,84.09179100036621
vr_high,213,83.3657400894165
vr_high,214,83.24017126083375
vr_high,215,84.24765409469605
vr_high,216,85.29422401428224
vr_high,217,86.37098682403565
vr_high,218,86.6523924446106
vr_high,219,85.60400894165039
vr_high,220,84.43755378723145
vr_high,221,83.17516574859619
vr_high,222,82.53972232818603
vr_high,223,83.22378923416137
vr_high,224,84.351565284729
vr_high,225,85.60024707794189
vr_high,226,86.64111091613769
vr_high,227,86.82021697998047
vr_high,228,86.69935754776
vr_high,229,87.10722177505492
vr_high,230,87.21405536651612
vr_high,231,87.20934394836425
vr_high,232,86.7416798210144
vr_high,233,87.40020471572875
vr_high,234,87.90925436019897
vr_high,235,87.29488204956054
vr_high,236,85.57214237213135
vr_high,237,85.22168884277343
vr_high,238,84.91430582046509
vr_high,239,84.8272352218628
vr_low,0,31.31813519001007
vr_low,1,39.624991005659105
vr_low,2,47.22401981949806
vr_low,3,55.63239588737488
vr_low,4,62.23291930556297
vr_low,5,71.04278693795204
vr_low,6,73.69210821986198
vr_low,7,76.01859675645828
vr_low,8,76.85994171500205
vr_low,9,77.5975170969963
vr_low,10,76.74910090565682
vr_low,11,76.20499631166459
vr_low,12,75.43753519654274
vr_low,13,73.66941720843315
vr_low,14,74.26051174402237
vr_low,15,74.8133840739727
vr_low,16,75.3652747452259
vr_low,17,76.20131126046181
vr_low,18,77.55512217283248
vr_low,19,77.4636890053749
vr_low,20,78.4921798467636
vr_low,21,79.47359207868575
vr_low,22,79.01467165350914
vr_low,23,78.34364135861397
vr_low,24,78.03275673389435
vr_low,25,77.61943969726562
vr_low,26,76.76801784038544
vr_low,27,75.34475754499435
vr_low,28,74.80545739531517
vr_low,29,74.94262892007828
vr_low,30,75.7028334736824
vr_low,31,76.04605622887611
vr_low,32,76.38361142873764
vr_low,33,76.9523098886013
vr_low,34,77.47371705770492
vr_low,35,75.4710784971714
vr_low,36,76.47332050204277
vr_low,37,77.12536132335663
vr_low,38,76.24192529320717
vr_low,39,75.13964306116104
vr_low,40,75.31095605492592
vr_low,41,75.22223824262619
vr_low,42,74.9120392858982
vr_low,43,74.83050408363343
vr_low,44,74.92264168262481
vr_low,45,75.59844605922699
vr_low,46,77.47881346940994
vr_low,47,76.62379417419433
vr_low,48,77.09796054363251
vr_low,49,77.14715132713317
vr_low,50,77.06081709861755
vr_low,51,76.070716047287
vr_low,52,75.35622347593308
vr_low,53,74.43769581317902
vr_low,54,72.48295913934707
vr_low,55,72.77785074710846
vr_low,56,72.9341286599636
vr_low,57,73.76230499148369
vr_low,58,75.95724934935569
vr_low,59,77.4100405395031
vr_low,60,78.097979336977
vr_low,61,77.8186528801918
vr_low,62,77.62018831968308
vr_low,63,77.11163218021393
vr_low,64,76.58473320007325
vr_low,65,77.24913169145584
vr_low,66,77.40705446004867
vr_low,67,77.33207572698593
vr_low,68,76.157087123394
vr_low,69,75.09404401779175
vr_low,70,74.50314447283745
vr_low,71,74.60802621841431
vr_low,72,75.3362679719925
vr_low,73,74.39091391563416
vr_low,74,74.55394672751427
vr_low,75,76.86251910924912
vr_low,76,78.76730275154114
vr_low,77,79.42122296094894
vr_low,78,80.04999709129333
vr_low,79,79.37228900790214
vr_low,80,79.2736041367054
vr_low,81,77.55974704027176
vr_low,82,76.87737274765968
vr_low,83,76.9565817117691
vr_low,84,76.0041439652443
vr_low,85,75.88709967136383
vr_low,86,76.24895634651185
vr_low,87,76.07641565799713
vr_low,88,75.86976075172424
vr_low,89,76.37025594711304
vr_low,90,76.8768510580063
vr_low,91,78.05648931860924
vr_low,92,78.66520887613297
vr_low,93,77.8853210926056
vr_low,94,78.27420328855514
vr_low,95,79.0030766427517
vr_low,96,79.02231671810151
vr_low,97,78.29230171442032
vr_low,98,77.6788379073143
vr_low,99,77.90427238941193
vr_low,100,78.1504297554493
vr_low,101,78.66622774004937
vr_low,102,79.78824444413185
vr_low,103,80.60734121203423
vr_low,104,80.98634285330772
vr_low,105,81.02757462263106
vr_low,106,80.18896341919898
vr_low,107,79.97203353643418
vr_low,108,80.38308443427086
vr_low,109,81.18534674048423
vr_low,110,82.43709948062897
vr_low,111,83.32361388802529
vr_low,112,83.46228085756302
vr_low,113,82.47738958597184
vr_low,114,81.42118688225746
vr_low,115,80.53233785629273
vr_low,116,80.60252182483673
vr_low,117,80.34823237061501
vr_low,118,79.56116040945054
vr_low,119,79.04351699352264
vr_low,120,79.92626101970671
vr_low,121,81.41662045121193
vr_low,122,82.23340648412704
vr_low,123,81.88097541928292
vr_low,124,82.00739698410034
vr_low,125,82.07730169892311
vr_low,126,82.10547474622726
vr_low,127,82.76818779110909
vr_low,128,83.63854591846466
vr_low,129,83.17322617769241
vr_low,130,82.12741336226463
vr_low,131,81.43725119829178
vr_low,132,81.46874014139175
vr_low,133,81.48434734344482
vr_low,134,81.61780086755752
vr_low,135,81.89658417701722
vr_low,136,82.20639357566833
vr_low,137,82.28483661413192
vr_low,138,81.83224674463273
vr_low,139,82.06104603409767
vr_low,140,82.36981393694877
vr_low,141,82.04375402927398
vr_low,142,81.70505168437958
vr_low,143,81.692058968544
vr_low,144,81.939846688509
vr_low,145,82.16393086910247
vr_low,146,82.17194794416427
vr_low,147,82.18572447299957
vr_low,148,82.03295646905899
vr_low,149,81.17165032625198
vr_low,150,80.15385676622391
vr_low,151,80.28103755116463
vr_low,152,81.34962386488914
vr_low,153,82.47735317349434
vr_low,154,83.10022330880165
vr_low,155,82.8306113421917
vr_low,156,82.22681254148483
vr_low,157,82.1410229563713
vr_low,158,81.87461782097816
vr_low,159,80.93022834062576
vr_low,160,81.0113851249218
vr_low,161,82.0150676548481
vr_low,162,82.4510312795639
vr_low,163,83.65132449865341
vr_low,164,83.39232244491576
vr_low,165,82.27580780386924
vr_low,166,81.80527331829072
vr_low,167,81.41945568323135
vr_low,168,81.41651067733764
vr_low,169,82.73101212382316
vr_low,170,83.9994678914547
vr_low,171,85.80840374827385
vr_low,172,85.7988932132721
vr_low,173,86.05907032489776
vr_low,174,85.28515524864197
vr_low,175,86.13928003907203
vr_low,176,86.95233470201492
vr_low,177,87.34475029706955
vr_low,178,86.14675394296646
vr_low,179,83.76691502332687
vr_low,180,82.5088277220726
vr_low,181,82.31012746095658
vr_low,182,82.90772120952606
vr_low,183,83.85438320636749
vr_low,184,84.89716930389405
vr_low,185,86.83826149702072
vr_low,186,85.81436247825623
vr_low,187,81.85847913622857
vr_low,188,80.96061690449714
vr_low,189,81.11188523173332
vr_low,190,80.58377323746681
vr_low,191,81.74181981086731
vr_low,192,82.6790617108345
vr_low,193,84.24130771160125
vr_low,194,84.78895112276078
vr_low,195,84.68000526428223
vr_low,196,84.60810912847519
vr_low,197,84.43599154949189
vr_low,198,84.17445612549781
vr_low,199,84.32128311991691
vr_low,200,84.81365019083023
vr_low,201,84.94325537085533
vr_low,202,85.04801300168037
vr_low,203,84.72897418737412
vr_low,204,84.45894547700883
vr_low,205,84.85074998140335
vr_low,206,84.79708077907563
vr_low,207,84.02041351795197
vr_low,208,83.28149600028992
vr_low,209,83.06656201481819
vr_low,210,83.27677092552184
vr_low,211,83.30770933628082
vr_low,212,83.97162663936615
vr_low,213,84.32154482603073
vr_low,214,84.27752787470817
vr_low,215,83.63951656222343
vr_low,216,83.02612230777741
vr_low,217,82.72465354204178
vr_low,218,82.68595877885818
vr_low,219,82.74634556770324
vr_low,220,82.63117668628692
vr_low,221,82.49344158172607
vr_low,222,81.34391793608665
vr_low,223,81.45627395510674
vr_low,224,80.93136598467827
vr_low,225,79.50661110877991
vr_low,226,79.89362182021141
vr_low,227,79.92569318854291
vr_low,228,80.24802651087444
vr_low,229,79.60786854426065
vr_low,230,80.21447507994516
vr_low,231,80.62758152825492
vr_low,232,80.11060107776096
vr_low,233,79.70055630671514
vr_low,234,80.42136650819045
vr_low,235,80.53106815631574
vr_low,236,81.3526454778818
vr_low,237,82.48260678511399
vr_low,238,83.9259312262902
vr_low,239,84.40555360500629
