group,sec,MOTION_mean
conventional,212,0.09900731130370069
conventional,213,0.08083259326716262
conventional,214,0.08595572539738246
conventional,215,0.0958342184534385
conventional,216,0.12470850145355573
conventional,217,0.06266642731747454
conventional,218,0.0721087276225998
conventional,219,0.13545082883820644
conventional,220,0.06516384761780498
conventional,221,0.06929485428013968
conventional,222,0.05628603222292091
conventional,223,0.07434956372848577
conventional,224,0.07086857140419028
conventional,225,0.06625860704197767
conventional,226,0.04800691414801845
conventional,227,0.0486654801648997
conventional,228,0.029173629562414802
conventional,229,0.04885364241365873
conventional,230,0.05886042805477264
conventional,231,0.10382254038538247
conventional,232,0.039736348612322656
conventional,233,0.04804967832529826
conventional,234,0.07469167653471227
conventional,235,0.045902923618753734
conventional,236,0.046886496210382066
conventional,237,0.22576848144332567
conventional,238,0.1256065449899151
conventional,239,0.0803570569027215
vr_high,0,0.45913443004712456
vr_high,1,0.43833570914342995
vr_high,2,0.35594907391816377
vr_high,3,0.07996191749349232
vr_high,4,0.09314521715044971
vr_high,5,0.08825985129922626
vr_high,6,0.05551713503897184
vr_high,7,0.10763966046273706
vr_high,8,0.19875529358163474
vr_high,9,0.37128767484799025
vr_high,10,0.2699343303963541
vr_high,11,0.2808186350949108
vr_high,12,0.1597083031572401
vr_high,13,0.06575484741479153
vr_high,14,0.22321803709492088
vr_high,15,0.2652285777404904
vr_high,16,0.2598043888062238
vr_high,17,0.10555619554594156
vr_high,18,0.07049652358517045
vr_high,19,0.06315051663666958
vr_high,20,0.0367120752856135
vr_high,21,0.06886208243668077
vr_high,22,0.19352867107838392
vr_high,23,0.1517336652614176
vr_high,24,0.25917575487867
vr_high,25,0.12191857384517786
vr_high,26,0.2618698863685131
vr_high,27,0.24126874318346378
vr_high,28,0.12193653773516414
vr_high,29,0.0816322804056108
vr_high,30,0.10668773248791694
vr_high,31,0.01821235049515961
vr_high,32,0.005136816948652249
vr_high,33,0.0021553077735006697
vr_high,34,0.01972106605768201
vr_high,35,0.010345477405935489
vr_high,36,0.00445430278778075
vr_high,37,0.006322236135601969
vr_high,38,0.00377178864553569
vr_high,39,0.00071843592450022
vr_high,40,0.0
vr_high,41,0.00344849243760108
vr_high,42,0.00028737436980009
vr_high,43,0.00982461119070648
vr_high,44,0.004472263623028961
vr_high,45,0.01203380174934863
vr_high,46,0.00549603482708333
vr_high,47,0.0064300015941262
vr_high,48,0.01124352207407353
vr_high,49,0.03144953193143009
vr_high,50,0.026671933233737934
vr_high,51,0.00319703992456197
vr_high,52,0.00889064455404876
vr_high,53,0.00538826953619716
vr_high,54,0.02604330180212852
vr_high,55,0.01075857792049644
vr_high,56,0.00373586680740117
vr_high,57,0.004059163015335781
vr_high,58,0.00445430278778073
vr_high,59,0.00531642585992811
vr_high,60,0.006465923320502
vr_high,61,0.004975168816745259
vr_high,62,0.00409508485347031
vr_high,63,0.01192603632807729
vr_high,64,0.03602956125512719
vr_high,65,0.0096450023166835
vr_high,66,0.00626835349947213
vr_high,67,0.004346537403762329
vr_high,68,0.00416692841798066
vr_high,69,0.00301743090152739
vr_high,70,0.004274693746119719
vr_high,71,0.006861063074320541
vr_high,72,0.00172424621880054
vr_high,73,0.00797463886439799
vr_high,74,0.00057474873960018
vr_high,75,0.0019038552232086496
vr_high,76,0.010111985728144621
vr_high,77,0.02796511813998221
vr_high,78,0.05160166021436452
vr_high,79,0.06950867347419261
vr_high,80,0.01492550574243067
vr_high,81,0.0038795540109276606
vr_high,82,0.00014368718490004
vr_high,83,0.00589117465540765
vr_high,84,0.0
vr_high,85,0.0021553077735006697
vr_high,86,0.007363968268036819
vr_high,87,0.01512307615950701
vr_high,88,0.00973480684682725
vr_high,89,0.00276597831398247
vr_high,90,0.0043465373106300696
vr_high,91,0.04813520649448037
vr_high,92,0.08737976765260098
vr_high,93,0.07502267019823192
vr_high,94,0.12700150817632674
vr_high,95,0.2091007701680064
vr_high,96,0.038921265136450514
vr_high,97,0.07064021114259958
vr_high,98,0.10875323539599775
vr_high,99,0.020672993641346678
vr_high,100,0.0124109806679189
vr_high,101,0.030138387084007207
vr_high,102,0.028899084459990225
vr_high,103,0.018769138418138
vr_high,104,0.010758578050881599
vr_high,105,0.005172738656401619
vr_high,106,0.0
vr_high,107,0.00057474873960018
vr_high,108,0.00057474873960018
vr_high,109,0.006483884081244451
vr_high,110,0.0052086605131626005
vr_high,111,0.0079387170448899
vr_high,112,0.0036999450251460004
vr_high,113,0.0093755888752639
vr_high,114,0.00772318622097371
vr_high,115,0.013901735097169859
vr_high,116,0.0025863693468272603
vr_high,117,0.0
vr_high,118,0.0054960348457097795
vr_high,119,0.015590059477835868
vr_high,120,0.03926252247765658
vr_high,121,0.05034439645707606
vr_high,122,0.009249862506985649
vr_high,123,0.00449022457003592
vr_high,124,0.00571156559512017
vr_high,125,0.00438245914876459
vr_high,126,0.00043106155470012996
vr_high,127,0.0015805590339004899
vr_high,128,0.00603486178442833
vr_high,129,0.00792075611650941
vr_high,130,0.00822609143331644
vr_high,131,0.0056756438501178895
vr_high,132,0.02085260257124897
vr_high,133,0.02049338439479467
vr_high,134,0.00687902398407457
vr_high,135,0.01390173478052017
vr_high,136,0.01805070249363778
vr_high,137,0.0189846692048013
vr_high,138,0.0046518725901842
vr_high,139,0.0068610631301998905
vr_high,140,0.010273633841425161
vr_high,141,0.02298994958400723
vr_high,142,0.01972106585279105
vr_high,143,0.004633911717683061
vr_high,144,0.0033407270722091
vr_high,145,0.00086212310940027
vr_high,146,0.00977072868496177
vr_high,147,0.00355625785887241
vr_high,148,0.00413100659847258
vr_high,149,0.00736396834254263
vr_high,150,0.0039693585038185
vr_high,151,0.00535234769806264
vr_high,152,0.01077653884887693
vr_high,153,0.0058911746554076395
vr_high,154,0.01381193079054352
vr_high,155,0.01233913710340854
vr_high,156,0.007956677693873631
vr_high,157,0.015590059533715228
vr_high,158,0.00907025363296268
vr_high,159,0.008657152950763681
vr_high,160,0.01589539483189581
vr_high,161,0.015967238340526803
vr_high,162,0.00533438675105569
vr_high,163,0.006663493216037719
vr_high,164,0.00948335403576491
vr_high,165,0.014997349921613912
vr_high,166,0.00790279520675537
vr_high,167,0.007004750333726389
vr_high,168,0.00887268355116246
vr_high,169,0.00851346572861073
vr_high,170,0.012877964023500648
vr_high,171,0.006717375852167589
vr_high,172,0.00632223621010779
vr_high,173,0.00190385522320865
vr_high,174,0.01167458381503817
vr_high,175,0.0030892744846641902
vr_high,176,0.00862123118713495
vr_high,177,0.0057474873587489
vr_high,178,0.12358893847092985
vr_high,179,0.180704593360424
vr_high,180,0.16692858899012206
vr_high,181,0.01602112103253599
vr_high,182,0.01057896882295605
vr_high,183,0.00833385676145551
vr_high,184,0.00862123111262915
vr_high,185,0.013273103740066261
vr_high,186,0.00463391175493596
vr_high,187,0.0089624882303178
vr_high,188,0.00344849245622753
vr_high,189,0.00373586680740117
vr_high,190,0.01221341086551545
vr_high,191,0.00298150911927221
vr_high,192,0.00603486176580189
vr_high,193,0.00215530777350067
vr_high,194,0.00987849406898019
vr_high,195,0.00483148159459232
vr_high,196,0.03139564931392669
vr_high,197,0.02807288372889159
vr_high,198,0.019415730834007237
vr_high,199,0.01347067350521682
vr_high,200,0.01219544988125561
vr_high,201,0.007435811832547171
vr_high,202,0.006861063148826339
vr_high,203,0.0031970399059355102
vr_high,204,0.00262229114770888
vr_high,205,0.00501109061762689
vr_high,206,0.00459798991680144
vr_high,207,0.010237712003290619
vr_high,208,0.00229899495840072
vr_high,209,0.0021553077735006697
vr_high,210,0.00233491679653525
vr_high,211,0.00298150910064577
vr_high,212,0.00662757148966191
vr_high,213,0.004382459148764591
vr_high,214,0.00635815795511005
vr_high,215,0.00114949747920036
vr_high,216,0.00330480525270103
vr_high,217,0.00517273871228096
vr_high,218,0.00396935848519204
vr_high,219,0.00538826927542686
vr_high,220,0.00244268214330076
vr_high,221,0.00330480530858038
vr_high,222,0.00262229116633534
vr_high,223,0.00226307317614555
vr_high,224,0.0045620681531727105
vr_high,225,0.011243522297590949
vr_high,226,0.015087154358625402
vr_high,227,0.04062755053862928
vr_high,228,0.028126766029745332
vr_high,229,0.00660961043089626
vr_high,230,0.0
vr_high,231,0.00172424621880054
vr_high,232,0.00186793340370058
vr_high,233,0.00143687184900045
vr_high,234,0.00258636932820081
vr_high,235,0.00244268214330076
vr_high,236,0.009680924117565121
vr_high,237,0.0036999450623989003
vr_high,238,0.00890860559418795
vr_high,239,0.0073998901247978085
vr_low,0,0.029916120693087536
vr_low,1,0.03864960724022236
vr_low,2,0.04050182431237769
vr_low,3,0.03318275864003223
vr_low,4,0.048685258382465665
vr_low,5,0.04821378503693264
vr_low,6,0.07050774954259391
vr_low,7,0.09679801390739153
vr_low,8,0.07826461263466619
vr_low,9,0.047663732664659564
vr_low,10,0.0412202606676146
vr_low,11,0.08661642919760193
vr_low,12,0.07603072549682105
vr_low,13,0.07440301910974083
vr_low,14,0.07591846983414141
vr_low,15,0.07543577108299357
vr_low,16,0.05177228753454979
vr_low,17,0.058698459167499065
vr_low,18,0.02578511376632375
vr_low,19,0.02203577656764534
vr_low,20,0.015412695624399906
vr_low,21,0.019599830021616044
vr_low,22,0.01622093598125499
vr_low,23,0.01139394472120328
vr_low,24,0.02107037833193315
vr_low,25,0.03399099922971798
vr_low,26,0.043083703552838394
vr_low,27,0.05881071432959285
vr_low,28,0.02444927210453894
vr_low,29,0.008284464210737487
vr_low,30,0.014323816192336355
vr_low,31,0.0035023751901462562
vr_low,32,0.009238636936061062
vr_low,33,0.017062853148672695
vr_low,34,0.010013200819957987
vr_low,35,0.06615223181433974
vr_low,36,0.07681651326129212
vr_low,37,0.0489322200999595
vr_low,38,0.03666268248343839
vr_low,39,0.02635761781129984
vr_low,40,0.010103005345445107
vr_low,41,0.004086104349698863
vr_low,42,0.0031656083068810313
vr_low,43,0.002065503294579681
vr_low,44,0.003075803804676975
vr_low,45,8.9804490562525e-05
vr_low,46,0.0073864193749613935
vr_low,47,0.004669833567459119
vr_low,48,0.004377968970220519
vr_low,49,0.0048718936392106
vr_low,50,0.0032217360916547374
vr_low,51,0.005870968569070088
vr_low,52,0.007352742634247969
vr_low,53,0.019846791983582066
vr_low,54,0.013335966598242505
vr_low,55,0.008149757503997518
vr_low,56,0.0063985699904151126
vr_low,57,0.0038503675605170247
vr_low,58,0.014222786086611431
vr_low,59,0.005747487465850994
vr_low,60,0.0058821941027417625
vr_low,61,0.007622156036086369
vr_low,62,0.008531426487024863
vr_low,63,0.004972923721652469
vr_low,64,0.005859743058681475
vr_low,65,0.004770863568410269
vr_low,66,0.004782089183572663
vr_low,67,0.06383976691868154
vr_low,68,0.022282739100046432
vr_low,69,0.02611065483652054
vr_low,70,0.004984149220399544
vr_low,71,0.002065503329504275
vr_low,72,0.006050577596761275
vr_low,73,0.016973048273939625
vr_low,74,0.00967643376206978
vr_low,75,0.007891569670755407
vr_low,76,0.01890384522266685
vr_low,77,0.006555727904196813
vr_low,78,0.005118855985347163
vr_low,79,0.0020206010434776498
vr_low,80,0.004658607963938256
vr_low,81,0.009878493961878107
vr_low,82,0.0037830141838639873
vr_low,83,0.006432246649637806
vr_low,84,0.012089929473586364
vr_low,85,0.01523308670148251
vr_low,86,0.015771913470234693
vr_low,87,0.012415470869746037
vr_low,88,0.005522976198699312
vr_low,89,0.00499537480063735
vr_low,90,0.0038615930941887063
vr_low,91,0.018499724694993336
vr_low,92,0.033923646551556864
vr_low,93,0.01965595734072848
vr_low,94,0.020048852334730312
vr_low,95,0.011225561064202319
vr_low,96,0.006611855642404393
vr_low,97,0.005332141648977981
vr_low,98,0.005309690523426962
vr_low,99,0.007566028379369512
vr_low,100,0.00582606638781725
vr_low,101,0.0032666383543983064
vr_low,102,0.005747487442567931
vr_low,103,0.00597199865151195
vr_low,104,0.00193079656455665
vr_low,105,0.003637081885244687
vr_low,106,0.005556652904488138
vr_low,107,0.004725961328949768
vr_low,108,0.004939247015863644
vr_low,109,0.005377043853513881
vr_low,110,0.006926171400118607
vr_low,111,0.00557910399511455
vr_low,112,0.010136681760195618
vr_low,113,0.007857892976608112
vr_low,114,0.007678283995483056
vr_low,115,0.032834765827283244
vr_low,116,0.021160182915627938
vr_low,117,0.012056252849288263
vr_low,118,0.012190959427971375
vr_low,119,0.008722260990180055
vr_low,120,0.006353667716030019
vr_low,121,0.00845284769311545
vr_low,122,0.01458200406050308
vr_low,123,0.016872018424328394
vr_low,124,0.009317215997725706
vr_low,125,0.008250787679571644
vr_low,126,0.005747487407643337
vr_low,127,0.009216185740660863
vr_low,128,0.005174983793403943
vr_low,129,0.006881269114091962
vr_low,130,0.006746562395710487
vr_low,131,0.0015266763512045126
vr_low,132,0.002873743744567031
vr_low,133,0.007588479481637462
vr_low,134,0.007644607278052699
vr_low,135,0.004636156838387244
vr_low,136,0.0068139157607219995
vr_low,137,0.005073953734245144
vr_low,138,0.00790279514621942
vr_low,139,0.05284994143294168
vr_low,140,0.04173663640394805
vr_low,141,0.01956615296658127
vr_low,142,0.016916920547373582
vr_low,143,0.005949547514319406
vr_low,144,0.011652132507879262
vr_low,145,0.011528651614207743
vr_low,146,0.005365818331483738
vr_low,147,0.009283539105672374
vr_low,148,0.010417321010027063
vr_low,149,0.004400420107413068
vr_low,150,0.0029635481769218937
vr_low,151,0.005612780759111037
vr_low,152,0.0070047503337263934
vr_low,153,0.007195584813598531
vr_low,154,0.0027165857842191997
vr_low,155,0.0017511875717900623
vr_low,156,0.006791464576963319
vr_low,157,0.0036595330107957
vr_low,158,0.004860668058972794
vr_low,159,0.003502375155221662
vr_low,160,0.004243262228555969
vr_low,161,0.002783939230721437
vr_low,162,0.003951397584751238
vr_low,163,0.0053209161153063
vr_low,164,0.0031431571813300063
vr_low,165,0.00280639035627245
vr_low,166,0.0026941347168758373
vr_low,167,0.0035472773946821565
vr_low,168,0.0035921796807087875
vr_low,169,0.0015266763628460438
vr_low,170,0.0008419170975685062
vr_low,171,0.008643682079855337
vr_low,172,0.0042657133075408495
vr_low,173,0.008812065678648624
vr_low,174,0.008082404301967456
vr_low,175,0.0013246162445284312
vr_low,176,0.007352742657531038
vr_low,177,0.01991414565127342
vr_low,178,0.02055400238605215
vr_low,179,0.013347192143555713
vr_low,180,0.009508050477597844
vr_low,181,0.0006735336966812562
vr_low,182,0.0024247212451882563
vr_low,183,0.004131006577517832
vr_low,184,0.00397384871030225
vr_low,185,0.004748412361368531
vr_low,186,0.0009878493961878064
vr_low,187,0.009968298545572888
vr_low,188,0.01968963444232938
vr_low,189,0.01029383983695878
vr_low,190,0.006735336768906544
vr_low,191,0.005657682835590087
vr_low,192,0.0076782838441431436
vr_low,193,0.005837291921488925
vr_low,194,0.0037493375129997687
vr_low,195,0.0007857893011532687
vr_low,196,0.008879419032018606
vr_low,197,0.0024022701429203
vr_low,198,0.001975698792375619
vr_low,199,0.0028737437329254935
vr_low,200,0.013852342485915856
vr_low,201,0.04220810924889519
vr_low,202,0.009272313443943844
vr_low,203,0.005522976163774719
vr_low,204,0.025055452378001043
vr_low,205,0.029489548259880382
vr_low,206,0.0031656083068810252
vr_low,207,0.005118856008630225
vr_low,208,0.0004490224528126375
vr_low,209,0.0020655033062212122
vr_low,210,0.004602480167523019
vr_low,211,0.006589404528494913
vr_low,212,0.0034799240180291126
vr_low,213,0.0067914646351709814
vr_low,214,0.003232961660251012
vr_low,215,0.0017960898112505624
vr_low,216,0.003771788626909244
vr_low,217,0.006286314327735425
vr_low,218,0.00848652435233815
vr_low,219,0.005388269491959349
vr_low,220,0.005062728165648862
vr_low,221,0.0023236911976709873
vr_low,222,0.0034799240296706376
vr_low,223,0.0030645782477222248
vr_low,224,0.0061179309734143246
vr_low,225,0.0028961948584765125
vr_low,226,0.0006286314339376938
vr_low,227,0.00143687184900045
vr_low,228,0.003652049191296093
vr_low,229,0.00936361473053692
vr_low,230,0.02325936267152428
vr_low,231,0.034472094502832194
vr_low,232,0.020539569149592075
vr_low,233,0.04231812933306672
vr_low,234,0.021539261206411378
vr_low,235,0.01276605348460947
vr_low,236,0.005747487467642
vr_low,237,0.0018789862640775077
vr_low,238,0.002127675654796446
vr_low,239,0.0034816510545519538
