group,sec,PVA_mean
vr_high,122,14.893589758872986
vr_high,123,14.513675241470338
vr_high,124,14.62588535487652
vr_high,125,14.94804644703865
vr_high,126,15.100488281846046
vr_high,127,15.152014595866202
vr_high,128,14.963064607381824
vr_high,129,14.708302738666536
vr_high,130,14.837973140478136
vr_high,131,14.893162049651147
vr_high,132,15.084798263907434
vr_high,133,15.453052413463592
vr_high,134,16.026190448999408
vr_high,135,15.890659645199776
vr_high,136,16.07374879896641
vr_high,137,16.31404145896435
vr_high,138,16.529792537093165
vr_high,139,16.122954888343813
vr_high,140,16.136874234676363
vr_high,141,15.386263670921327
vr_high,142,15.349755720496177
vr_high,143,14.927411314845084
vr_high,144,14.514163586497308
vr_high,145,14.042490961551668
vr_high,146,14.556776740550996
vr_high,147,14.903785127401353
vr_high,148,15.132234390974045
vr_high,149,15.39444438993931
vr_high,150,15.486385749578474
vr_high,151,15.59993912220001
vr_high,152,16.46471317410469
vr_high,153,16.64590980529785
vr_high,154,16.497069578766823
vr_high,155,16.69389480829239
vr_high,156,15.848412595987321
vr_high,157,15.163309052586555
vr_high,158,15.003052667379379
vr_high,159,15.131502072811127
vr_high,160,14.626373746395112
vr_high,161,15.614530188441275
vr_high,162,15.661843851208687
vr_high,163,15.463003563880921
vr_high,164,16.037118351459505
vr_high,165,15.725702062249184
vr_high,166,14.936141828894614
vr_high,167,14.353418843150138
vr_high,168,14.08974367618561
vr_high,169,13.8818681037426
vr_high,170,13.740232094526291
vr_high,171,14.099328484535217
vr_high,172,14.631684814691543
vr_high,173,14.507020819187165
vr_high,174,15.220879090428351
vr_high,175,15.540598385930062
vr_high,176,16.125946339964866
vr_high,177,15.77545779466629
vr_high,178,15.474298020601273
vr_high,179,17.30470080971718
vr_high,180,17.81074490129948
vr_high,181,17.585164695978165
vr_high,182,17.79993894457817
vr_high,183,18.039560634493828
vr_high,184,17.858852219581603
vr_high,185,17.488827757239342
vr_high,186,16.507509143352507
vr_high,187,16.866178413629534
vr_high,188,17.071123263835908
vr_high,189,16.953113472461702
vr_high,190,16.82924293279648
vr_high,191,16.772710744142532
vr_high,192,16.408241792917252
vr_high,193,15.650060964822767
vr_high,194,15.70714301586151
vr_high,195,15.728266156911848
vr_high,196,15.41111105442047
vr_high,197,15.438949773311615
vr_high,198,15.916971955895425
vr_high,199,16.17960939645767
vr_high,200,16.903601980507375
vr_high,201,17.027472393512728
vr_high,202,17.040170849561694
vr_high,203,16.258974402546883
vr_high,204,16.320207574367526
vr_high,205,16.098229594826698
vr_high,206,15.652319973707199
vr_high,207,15.608669160604478
vr_high,208,16.117521525621417
vr_high,209,17.044139159917833
vr_high,210,17.1207570207119
vr_high,211,17.389377235770226
vr_high,212,17.514346646666528
vr_high,213,17.04218562424183
vr_high,214,16.27631264925003
vr_high,215,16.381257994771
vr_high,216,15.924969588518143
vr_high,217,16.174664461016654
vr_high,218,17.04212456226349
vr_high,219,17.2680708360672
vr_high,220,18.019047627449034
vr_high,221,18.538705697059633
vr_high,222,18.069291784763337
vr_high,223,17.531196547746656
vr_high,224,17.65238091111183
vr_high,225,17.089193872213365
vr_high,226,16.37558007478714
vr_high,227,16.128388537168505
vr_high,228,18.16862059354782
vr_high,229,19.284493175745013
vr_high,230,18.05982904791832
vr_high,231,16.965201591253283
vr_high,232,16.022283334732055
vr_high,233,15.492979447841645
vr_high,234,15.677472574710844
vr_high,235,16.11684988319874
vr_high,236,16.37344330012798
vr_high,237,16.46306502342224
vr_high,238,16.465628954172136
vr_high,239,16.73205133795738
vr_low,0,1.373550045490265
vr_low,1,5.712721249461174
vr_low,2,7.300213624536991
vr_low,3,10.039911339432
vr_low,4,13.629044522345065
vr_low,5,12.88835483454168
vr_low,6,15.37099361717701
vr_low,7,16.96035575270653
vr_low,8,17.50812730640173
vr_low,9,18.878815750032665
vr_low,10,20.9838978279382
vr_low,11,22.435248620808125
vr_low,12,25.11622380428016
vr_low,13,26.059676375240088
vr_low,14,24.775907886773346
vr_low,15,25.588522563874722
vr_low,16,25.032432904839517
vr_low,17,22.54063650369644
vr_low,18,26.2773578427732
vr_low,19,24.091308014094828
vr_low,20,24.833715239167216
vr_low,21,24.07596944756806
vr_low,22,23.622901467233895
vr_low,23,23.83207406103611
vr_low,24,22.373053880408406
vr_low,25,20.980692901462316
vr_low,26,22.084821570664644
vr_low,27,22.81204191967845
vr_low,28,23.002632497996093
vr_low,29,21.974244356900453
vr_low,30,21.1816240593791
vr_low,31,20.95528118312359
vr_low,32,22.00068686902523
vr_low,33,22.108325776457786
vr_low,34,21.017857348918916
vr_low,35,21.128548703342677
vr_low,36,21.601343297213315
vr_low,37,22.78769849985838
vr_low,38,22.617597684264183
vr_low,39,20.173572916537523
vr_low,40,18.842414483428
vr_low,41,19.40792891830206
vr_low,42,19.366147868335247
vr_low,43,19.24706186577678
vr_low,44,19.385492815822364
vr_low,45,19.656364269554615
vr_low,46,20.474397100508213
vr_low,47,20.950396645069123
vr_low,48,21.054868821054697
vr_low,49,21.59901559576392
vr_low,50,22.005532709509133
vr_low,51,22.8334094658494
vr_low,52,22.329746572673322
vr_low,53,21.750877480953932
vr_low,54,21.583752988278867
vr_low,55,22.312690979242326
vr_low,56,22.316926274821164
vr_low,57,21.856990197300913
vr_low,58,21.64236111789942
vr_low,59,21.577648070454597
vr_low,60,21.505418300628662
vr_low,61,21.809981725364924
vr_low,62,22.388392825052144
vr_low,63,22.7003585383296
vr_low,64,21.632364024221896
vr_low,65,21.4945437066257
vr_low,66,22.250534200668337
vr_low,67,22.501411996781826
vr_low,68,23.92673972994089
vr_low,69,23.959706835448742
vr_low,70,23.915025842189788
vr_low,71,23.781020966172218
vr_low,72,24.088484409451485
vr_low,73,26.15770010817796
vr_low,74,26.248474092781546
vr_low,75,26.210775654762983
vr_low,76,25.764805084466936
vr_low,77,24.422352251410484
vr_low,78,21.598939141631128
vr_low,79,21.764537577331065
vr_low,80,21.646863439679144
vr_low,81,21.58722525238991
vr_low,82,21.41727729216218
vr_low,83,22.673382264375686
vr_low,84,21.215315899252893
vr_low,85,21.618399058282375
vr_low,86,22.372977689281107
vr_low,87,22.881066738814116
vr_low,88,23.267818926274774
vr_low,89,22.909874817728998
vr_low,90,23.610882370173933
vr_low,91,25.388850954174995
vr_low,92,26.06112638153136
vr_low,93,26.71405645683408
vr_low,94,26.51678884625435
vr_low,95,25.61481195837259
vr_low,96,23.697916766256093
vr_low,97,24.266216412186623
vr_low,98,24.403578911721706
vr_low,99,24.165369300544263
vr_low,100,23.362408365495504
vr_low,101,22.99091886729002
vr_low,102,23.437423610687254
vr_low,103,23.948985075950624
vr_low,104,24.11992516666651
vr_low,105,23.81356844305992
vr_low,106,23.79342159703374
vr_low,107,23.208142399787903
vr_low,108,23.327228333055974
vr_low,109,23.243284748494624
vr_low,110,22.919108775258064
vr_low,111,22.850236850976945
vr_low,112,23.045902267843484
vr_low,113,23.2733135715127
vr_low,114,23.956043849885464
vr_low,115,24.188492016494273
vr_low,116,24.19352859556675
vr_low,117,24.588789513707162
vr_low,118,24.383890523016454
vr_low,119,23.532051186263562
vr_low,120,23.033386828005312
vr_low,121,22.49965668544173
vr_low,122,22.248359196260573
vr_low,123,21.716842296719552
vr_low,124,20.814178921654822
vr_low,125,20.30463968142867
vr_low,126,19.915903498232364
vr_low,127,20.20074015520513
vr_low,128,21.15182385109365
vr_low,129,21.579250551760197
vr_low,130,21.64239915460348
vr_low,131,21.737980898842217
vr_low,132,21.383051048964262
vr_low,133,21.27186386734247
vr_low,134,20.552045238763096
vr_low,135,20.877403893321752
vr_low,136,21.5953527122736
vr_low,137,22.29006391912699
vr_low,138,21.305059395730495
vr_low,139,22.114812369644643
vr_low,140,25.354662419855597
vr_low,141,24.178609512746334
vr_low,142,22.955433259904385
vr_low,143,22.382325959205627
vr_low,144,21.97184051387012
vr_low,145,21.708638549223544
vr_low,146,21.626221004128457
vr_low,147,21.101495851576328
vr_low,148,20.871184426546098
vr_low,149,19.843368485569954
vr_low,150,20.469932821393012
vr_low,151,21.149687008559702
vr_low,152,21.853098145127298
vr_low,153,22.450854632258416
vr_low,154,22.487026984989644
vr_low,155,22.782242254912852
vr_low,156,22.97413000911474
vr_low,157,23.207455660402776
vr_low,158,22.970199857652187
vr_low,159,24.108096633851527
vr_low,160,24.157280142605305
vr_low,161,24.01793344914913
vr_low,162,24.627022298797964
vr_low,163,24.817307740822436
vr_low,164,26.242979007959367
vr_low,165,26.556318450719118
vr_low,166,26.50828015357256
vr_low,167,25.79429940134287
vr_low,168,25.28781279474497
vr_low,169,25.11156881451607
vr_low,170,25.04593991674483
vr_low,171,25.027853878214955
vr_low,172,24.987980841845275
vr_low,173,24.515186101943254
vr_low,174,24.720123625546695
vr_low,175,24.176244205236436
vr_low,176,24.1943683847785
vr_low,177,24.754616925120352
vr_low,178,24.49710009396076
vr_low,179,24.362751939892767
vr_low,180,23.80845554471016
vr_low,181,23.68357018828392
vr_low,182,23.00644841194153
vr_low,183,22.983592730760574
vr_low,184,23.56459838822484
vr_low,185,25.960584303736688
vr_low,186,26.850083896517756
vr_low,187,25.32669421732426
vr_low,188,25.340735407173636
vr_low,189,26.887019175291062
vr_low,190,26.727563832700255
vr_low,191,26.31891011595726
vr_low,192,26.250915685296057
vr_low,193,26.76663628220558
vr_low,194,26.25713544860482
vr_low,195,26.083676646649838
vr_low,196,25.610653433203698
vr_low,197,24.94986285418272
vr_low,198,24.922580952197315
vr_low,199,25.72954822331667
vr_low,200,26.210431848466396
vr_low,201,26.3737026065588
vr_low,202,25.940743231773375
vr_low,203,25.359737426042557
vr_low,204,25.45390712916851
vr_low,205,26.097146008908748
vr_low,206,25.77121500968933
vr_low,207,26.416513910889627
vr_low,208,25.688148444890977
vr_low,209,26.23157055899501
vr_low,210,26.78991183415055
vr_low,211,27.04029325172305
vr_low,212,26.08920927792788
vr_low,213,26.32635054886341
vr_low,214,27.199404564127327
vr_low,215,27.809333025664092
vr_low,216,27.291246783733367
vr_low,217,26.648046253621576
vr_low,218,26.298801958560944
vr_low,219,26.361607062071563
vr_low,220,26.861187360435725
vr_low,221,26.084554317593575
vr_low,222,25.90056472271681
vr_low,223,25.73008233308792
vr_low,224,24.4923304900527
vr_low,225,22.41502595692873
vr_low,226,22.799679371714593
vr_low,227,22.738304043658403
vr_low,228,21.077533392906187
vr_low,229,21.522873482704163
vr_low,230,21.673905442442212
vr_low,231,26.002878201007842
vr_low,232,27.463195598125456
vr_low,233,25.665402037756785
vr_low,234,25.322156231219953
vr_low,235,23.734619923738332
vr_low,236,23.469052098347593
vr_low,237,23.892457767633292
vr_low,238,24.402789576237016
vr_low,239,24.420118342913113
