group,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
conventional,96.30457636359462,14.660855906918291,0.021773176915632467,0.02588376231634842,14.327154837112516,0.0028678724218892896,0.0039159738365658805,0.3234380845974613
vr_high,127.94660344586461,22.541693685872207,0.03449457515010566,0.02264981640769347,12.08233888530707,0.0057073576071510835,0.00229705585442228,0.7267911367254501
vr_low,95.99246622224358,21.507800794119326,0.0648413525728102,0.09582543362937111,24.370655626913237,0.0026439369125693868,0.00493955011744075,1.2365184181112348
