group,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
conventional,406.6666666666667,97.95103319844401,0.1462557659074647,0.18695444823095753,53.59778767046043,0.0043881250374597286,0.0059544217222769,0.9446953740247889
vr_high,474.9,111.89708787175785,0.11860030247618447,0.14131693251872035,52.1124171316417,0.0031727271086856206,0.00330599091547394,0.8503481917303484
vr_low,350.875,87.22553846542071,0.15272091759640305,0.1786324090738097,48.13495791171974,0.006363448635993781,0.007447503916438025,1.5271477929562838
