signal,mean,std,min,max
SCL,4.4119032635143824,0.43997608177821046,2.882549524307251,5.510078740119934
SCR,0.01308831512091132,0.1120373876181484,-0.15729826353490353,0.6788611710071564
BVP,49.68352604846045,0.5272714033502329,48.25030527114868,56.57997579574585
PVA,6.667925084813435,2.339828657388252,0.0,13.968254089355469
HR,79.37286907552084,8.002701745819923,30.0,94.20037841796875
MOTION,0.013490789586802322,0.07872744391878757,0.0,1.060411423444748
