sec,SCL,SCR,BVP,PVA,HR,MOTION
0,0.9194463908672332,0.0010000000474974,58.140415191650376,0.0,30.0,1.8167447386309508
1,1.0010071113705616,0.0010000000474974,49.42307672500611,0.0,30.0,0.0436449823901057
2,1.01016271114349,0.0010000000474974,50.41269855499268,3.260073184967049,45.5414752960205,0.0271209560334682
3,1.0207678437232943,0.0461324855743441,49.42734994888306,13.040292739868198,90.0930154800415,0.0237083859741687
4,1.0527359902858744,0.1072233019396662,51.90415182113647,24.421855974197367,86.84257698059082,0.0
5,1.0720389485359223,0.0512159712612628,50.67032957077027,25.763126373291005,83.61717834472657,0.0
6,1.067270419001582,0.0286569271003827,49.9859585762024,24.92551975250244,82.3789665222168,0.0
7,1.0555970907211318,0.0063464063074206,53.05616579055786,24.66849780082702,81.93383426666261,0.0
8,1.05597858130932,-0.0015004051599134,48.54884014129639,27.385225534439066,82.00245990753174,0.0
9,1.065973380208018,0.0036095830859266,48.07997541427612,29.105005931854244,80.16431026458744,0.0
10,1.078829321265225,0.0148695274489,51.42307710647583,29.268619871139546,77.966498374939,0.0
11,1.0884808063507052,0.0218725226819515,49.749695014953616,28.101342487335224,77.4724822998047,0.0
12,1.0844752311706576,0.0125628834357485,48.426129341125495,27.7228325843811,78.43417282104494,0.0
13,1.0789437651634255,0.0016743109485105,52.86996335983277,29.935286998748744,79.0608776092529,0.0
14,1.0802408218383832,-0.0007012775955444,49.545177173614505,32.054334402084365,78.09513702392579,0.0
15,1.0835215181112337,0.0005846953092259,55.51037883758545,32.76801052093511,78.00354175567627,0.8556571818888188
16,1.0823770761489913,-0.0001423097855876,42.4749695301056,30.617826461791992,81.511824798584,1.747236128151417
17,1.0274437725543983,-0.0508340332139596,44.9188034418039,37.4749694824219,83.40750274658204,0.7944105103611941
18,0.9068193584680556,-0.1468841658905148,49.75457868576051,43.6874237060547,83.9160842895508,0.0359217962250113
19,0.9459974974393844,-0.074920340673998,50.92735033035279,57.13614273071289,83.76258010864261,0.0
20,1.0126804366707784,0.0117457995671429,49.324786376953135,44.60622701644898,83.53931522369382,0.0114949747920036
21,1.0488830327987675,0.0576092074625194,51.86385812759399,34.71123447418213,79.33943061828609,0.0
22,1.0550630241632477,0.0663241561502218,47.829059791564944,32.29792480468751,77.34529876708983,0.0222715137526393
23,1.060174855589869,0.0519837561994791,61.64774100780488,31.0622711181641,77.0712890625,1.6613830205053088
24,1.0806604146957404,0.0416610929649323,46.747252255911015,31.31623992919923,79.32304153442382,2.566432669758796
25,1.1310541063547137,0.0681606113910675,21.774114711256704,82.29181661605838,105.33592681884744,1.9008017569780349
26,1.1992248386144615,0.109637545235455,66.43589725494385,93.5775299072266,110.091743469238,1.0534066423773756
27,1.1748863250017167,0.0558459355379455,76.45299110412597,95.02808399200435,117.383003234863,1.1270463168621072
28,1.0441908136010165,-0.0865910313470522,32.20757026672364,95.3357772827148,118.929634094238,1.5670883476734163
29,0.9004867672920227,-0.2096381291747092,48.95970716476441,65.6434677124023,123.4632110595702,0.3620916992425916
30,0.8592104852199555,-0.2046961564570665,49.81929149627685,50.02686243057253,87.80014820098876,0.0885472260415553
31,0.8500167891383172,-0.1511175092309714,50.10744829177857,23.2478637695313,56.28517913818361,0.0653776701539755
32,0.8420819669961928,-0.0884717565029859,51.0482295036316,21.184982109069843,54.85033655166626,0.0626835333183408
33,0.8339564219117165,-0.0411095866467803,48.89621486663819,19.56532382965087,71.33474178314208,0.005388269200921
34,0.8278145626187327,-0.0201439204160124,50.809523677825936,21.677655506134045,82.8348930358887,0.0
35,0.8244575440883635,-0.0145202333573252,48.05982885360719,24.3028076171875,85.38495483398438,0.0276597836986184
36,0.8195745736360551,-0.0129605433670803,47.625763034820565,24.56654396057125,85.30604553222655,0.0132910646498203
37,0.8114871591329577,-0.0149925800273194,50.69474973678589,23.182539319992067,84.73991508483888,0.0111357569694519
38,0.803590512275696,-0.0166947037447244,48.978632354736334,24.768010139465336,83.72970924377445,0.0
39,0.803247177600861,-0.0115050924010574,52.68376045227052,25.169719886779767,81.74342346191409,0.034305315464735
40,0.8037431076169019,-0.0066040952573529,47.80402908325196,26.115385341644288,82.09933204650876,0.012931846641004
41,0.8058031067252163,-0.0009279447636799,46.28937721252442,27.003662872314457,83.35769958496091,0.012931846641004
42,0.8256782755255699,0.0192582125891931,51.49755773544312,30.358363676071168,81.95025157928467,0.0100581029430031
43,0.8487578973174095,0.0359996238723397,48.46581201553344,29.514041900634776,80.35938262939456,0.0
44,0.8496353045105934,0.0272225776687264,49.24786348342896,27.295482397079475,78.58570384979251,0.0
45,0.8388012319803237,0.0082337721461044,52.88339433670044,30.078144121170027,77.64332675933835,0.0
46,0.8282723501324654,-0.0080184271093457,50.5976803779602,30.407203435897845,76.82237186431885,0.0
47,0.8247245833277701,-0.0139402072643861,45.890109729766856,30.0610504150391,77.11097869873046,0.0
48,0.8240760594606398,-0.0117066365201026,51.911477184295656,30.06837558746338,80.6142601013184,0.0172424621880054
49,0.8194982826709747,-0.0105699967825785,48.74603147506714,30.79609289169313,82.4175796508789,0.0215530777350068
50,0.8143101125955582,-0.0100958845578133,47.564103031158446,30.27838764190677,81.48202819824219,0.0186793342232704
51,0.8076723605394365,-0.0124371975893154,51.79731407165527,28.46031732559205,80.16192398071288,0.0567564381286502
52,0.7996612429618836,-0.0158875721041113,50.05738716125488,28.000610113143928,78.07061004638672,0.006106705404818
53,0.7970290377736089,-0.0132969117956236,48.10561676025392,29.4896217346191,76.96474456787108,0.0
54,0.7947782784700395,-0.0103166312212124,49.018925571441656,29.987789869308493,76.28650264739991,0.0402324125170708
55,0.7898571714758871,-0.0103841716889291,50.21123342514039,28.25763187408446,77.1188373565674,0.0265821292996406
56,0.7866908639669422,-0.0088516804156824,49.21672754287721,28.1562889099121,79.13842620849611,0.0429265465587377
57,0.7840586632490161,-0.0079436603933572,52.54334583282471,29.061660671234147,79.67204170227052,0.0244268216192722
58,0.783410155773163,-0.005699537473265,47.0518921852112,28.056166076660123,80.34030723571779,0.0014368718490004
59,0.7818842172622681,-0.0045457419997546,49.26068363189698,27.17338180541995,81.57816886901858,0.0028737436980009
60,0.7808923572301862,-0.0032951049681286,50.12698421478272,28.92246623039249,81.61511363983155,0.0
61,0.7823038503527642,-0.0005606385249961,47.4493284225464,26.633700180053715,79.6021770477295,0.0
62,0.7805490210652349,-0.0015959432450472,50.96092786788941,23.68192963600162,78.46793403625487,0.0
63,0.7777642026543622,-0.003486850921763,52.66361389160157,24.81990280151365,77.33499660491941,0.0028737436980009
64,0.7758186712861065,-0.0042392903240397,49.02319898605347,24.73687410354615,76.44331054687498,0.0028737436980009
65,0.7748268112540246,-0.004044597869506,47.59035425186158,24.97680091857908,76.06984519958495,0.0
66,0.7785653159022333,0.0007520311646657,51.84798517227173,24.948718595504747,78.69943656921387,0.0
67,0.7851649522781375,0.0073493060539476,49.19719190597535,25.699633407592778,80.21412048339842,0.023349168151617
68,0.7868053093552593,0.0074548832490108,48.16117191314699,24.159340333938637,80.48431720733643,0.0506497332826257
69,0.7851268053054813,0.0039807467139325,52.634920597076416,23.747862720489486,80.6985654830933,0.0014368718490004
70,0.786767160892487,0.003506851766724,48.80525026321412,25.625763177871715,81.19094467163085,0.0215530777350068
71,0.7898953288793563,0.0042459293676074,49.74114809036256,25.689865207672103,81.87931060791017,0.0071843592450022
72,0.7927564099431039,0.0051215513551141,48.28693523406984,23.02319908142088,83.29979248046878,0.0
73,0.7914975389838219,0.0027482437959406,48.37606811523438,24.230769395828226,83.57282066345212,0.0057474873960018
74,0.7894375532865523,-0.0002221829781774,52.170940399169936,24.778999042510957,80.60800724029542,0.0
75,0.7866145670413973,-0.0034983915975316,50.58974370956422,22.957265090942368,78.39917297363277,0.0172424621880054
76,0.7849360704422,-0.0046731665148399,48.57020750045777,25.0183144569397,77.3679084777832,0.0
77,0.7852030992507938,-0.0030221292225177,50.97191715240479,27.81807117462161,76.88876113891601,0.0
78,0.7873393878340726,0.0002932641491269,48.20573835372926,27.11721591949465,77.58132076263428,0.0
79,0.7852412447333339,-0.0010626478542689,48.199633884429936,26.29181852340697,79.97623443603516,0.0229899495840072
80,0.7814645841717719,-0.0038814561034086,53.381562900543216,26.416971349716214,81.93504390716552,0.015805590339005
81,0.7779549375176434,-0.0061651317286304,47.500000381469725,26.129426956176804,81.74947624206543,0.0549603486433625
82,0.7752082958817484,-0.007313051924575,48.4010989189148,25.77533593177797,81.01069450378421,0.0201162062585354
83,0.7774590268731119,-0.0028463451186325,52.14346761703492,27.55067148208618,80.03361492156982,0.0
84,0.7890179097652437,0.009410990710603,47.73687448501588,28.0097675323486,78.48684005737302,0.0348441429436207
85,0.7982497647404672,0.0165787311503663,47.93711833953858,26.27899856567384,78.68540725708007,0.0186793342232704
86,0.8164082780480385,0.0293919454794377,53.03601961135864,26.27899851799013,79.40200538635257,0.0
87,0.8356730923056601,0.0385040340013802,48.28205146789552,25.13919453620911,79.84120559692386,0.0071843594312667
88,0.8331934571266174,0.023828811221756,50.05738735198976,22.67032957077024,80.40583934783932,0.0
89,0.8214438363909722,0.0033050235570954,50.81929197311401,22.83150253295898,81.58617324829103,0.0129318468272686
