,value
SCL_mean_stress,0.9357145838113344
SCL_mean_medit,1.3569568212285186
ΔSCL_medit_minus_stress,0.42124223741718414
HR_mean_stress,81.54734966778996
HR_mean_medit,81.7997792028819
ΔHR_medit_minus_stress,0.25242953509193455
PVA_mean_stress,32.25259305732419
PVA_mean_medit,18.161260506360218
ΔPVA_medit_minus_stress,-14.091332550963973
RMSSD_ms_stress,130.7944363474198
RMSSD_ms_medit,111.38198508709459
ΔRMSSD_ms,-19.412451260325213
