sec,SCL,SCR,TEMP,BVP,PVA,HR,MOTION
0,1.437421798706055,0.0010000000474974,33.190249347686766,49.519535541534424,0.0,30.0,0.018679334037005883
1,1.4381465911865237,0.06521017338382076,33.20000076293945,50.57264957427979,0.0,30.0,0.02155307773500679
2,1.43787956237793,0.07721154300961638,33.20000076293945,50.47374830245972,0.0,30.0,0.03592179641127583
3,1.4349421709775925,-0.002238448036587188,33.20000076293945,45.62881577014923,0.0,30.0,0.12159527763724325
4,1.4354762494564057,-0.001609547072439425,33.20000076293945,52.995116233825684,0.0,30.0,0.296175199560821
5,1.4383754789829255,0.001538727669685545,33.20000076293945,50.77777795791626,0.0,30.0,0.0
6,1.4416562646627427,0.004388089245185205,33.1977502822876,48.99084281921387,13.604395866394043,30.0,0.02155307754874227
7,1.4464247465133666,0.007938592764548905,33.189998626708984,52.445054817199704,8.984127426147461,61.95196380615234,0.016164808720350258
8,1.4495910406112669,0.008710891858208886,33.1834997177124,46.83577537536621,8.30280876159668,65.50218200683594,0.0707659384235739
9,1.450926214456558,0.0070079317782073824,33.18000030517578,50.41880359649658,10.510378646850587,63.54373321533203,0.0014368718490004526
10,1.4629429042339326,0.015247526345774498,33.18000030517578,48.48595819473267,13.821733474731442,60.60606002807617,0.0
11,1.4827417850494384,0.028473320463672246,33.18000030517578,50.49572620391846,19.250304794311525,58.64093551635742,0.0
12,1.4963988184928894,0.03277108496986326,33.17099838256836,49.87179498672485,11.562881588935852,57.51803159713745,0.0
13,1.4972762137651443,0.023742983164265718,33.16999816894531,51.522588634490965,5.724664402008057,56.98472146987915,0.0
14,1.496398824453354,0.013446742971427695,33.18000030517578,46.409646320343015,4.737484931945801,56.89900588989258,0.0
15,1.4957884550094604,0.004845854220911808,33.18000030517578,51.191697120666504,4.737484931945801,56.89900588989258,0.0
16,1.498878464102745,0.003162768750917115,33.18000030517578,50.08913278579712,4.737484931945801,56.89900588989258,0.0
17,1.501548770070076,0.0039515207172370875,33.18000030517578,49.78449354171753,5.038461542129516,56.89900588989258,0.0
18,1.5020828694105148,0.0036033350741490376,33.17374897003174,49.33943862915039,5.317460238933563,56.88012962341308,0.0
19,1.499603271484375,0.000308481851243415,33.18000030517578,50.14529914855957,5.213675141334534,56.721068382263184,0.0
20,1.4971236139535904,-0.00261767690826668,33.17674961090088,50.09584846496582,5.714285612106323,56.69742393493652,0.0
21,1.496932864189148,-0.0027900797897017974,33.17524929046631,49.830280780792236,6.080585956573486,56.737586975097656,0.0
22,1.496932864189148,-0.0020621992327505227,33.16999816894531,49.60683746337891,6.64285717010498,56.269336986541745,0.007184359245002263
23,1.496932864189148,-0.0010364089743233724,33.16999816894531,48.76129465103149,6.642857027053833,57.49056806564331,0.0
24,1.498344397544861,0.0010828415703144525,33.16999816894531,49.36141662597656,6.300366401672363,57.58572196960449,0.0
25,1.4997177124023438,0.0022054763074265274,33.16999816894531,50.24969472885132,6.2576313495635985,57.627229881286624,0.0
26,1.4978484630584716,-4.3971216655362545e-05,33.16999816894531,50.03479871749878,5.44566535949707,57.44375228881836,0.0
27,1.4949873358011245,-0.0027924740512389177,33.16999816894531,49.84737462997437,5.3742370247840885,56.108992671966554,0.0
28,1.4927747249603271,-0.004390736983623302,33.16724863052368,49.12576303482056,5.705738842487335,56.64266138076782,0.0
29,1.4911344051361084,-0.004924612981267223,33.15999984741211,49.79609279632568,5.94017106294632,56.53046016693115,0.0
30,1.4890743881464004,-0.005176463432144327,33.15999984741211,49.60989027023315,5.772893905639648,58.24670352935791,0.0
31,1.4867091536521913,-0.005281217308947763,33.16149959564209,49.67338237762451,4.810745000839233,59.2647572517395,0.0
32,1.4871288031339644,-0.002997634094208422,33.16999816894531,49.789988136291505,4.252747249603272,59.74914531707765,0.0
33,1.484076976776123,-0.00441041219746689,33.16999816894531,49.5305251121521,4.367521345615387,59.64511728286742,0.0
34,1.480491045117378,-0.0060572060989215505,33.16374921798706,49.93772897720337,4.481074666976928,58.75013961791992,0.0
