subject_id,method,HR_est_bpm,peak_count
0,conventional,266.009508904892,215.33333333333334
10,custom,99.6865020891861,98.66666666666667
3,conventional,293.0237824318691,252.0
4,custom,211.4229675685222,189.28571428571428
5,conventional,587.5948311796586,470.6
6,custom,167.80954830470145,165.8
7,conventional,317.93247186327636,317.8
8,conventional,214.42267611504795,214.33333333333334
9,custom,171.1473983725108,145.5
