subject_id,session_type,method,signal,epoch,duration_s,HR_est_bpm,peak_count,HR_mean,HR_std,Motion_mean,Motion_p95,PVA_mean,PVA_std,SCL_mean,SCL_slope_per_min,SCR_pos_area,SCR_mean
9,meditation,custom,MOTION,5,1.1499999999999773,,,,,0.07658220970250187,0.1796089708805084,,,,,,
9,meditation,custom,PVA,0,59.975,,,,,,,40.10338822722435,15.899806206394532,,,,
9,meditation,custom,PVA,1,59.974999999999994,,,,,,,42.03549054781596,6.100819528581546,,,,
9,meditation,custom,PVA,2,59.974999999999994,,,,,,,48.77902903795243,5.244971258218266,,,,
9,meditation,custom,PVA,3,59.974999999999994,,,,,,,57.59836185773214,5.486942695600697,,,,
9,meditation,custom,PVA,4,59.97500000000002,,,,,,,52.41792828877767,13.987783876405455,,,,
9,meditation,custom,PVA,5,1.1499999999999773,,,,,,,62.778686361109955,2.9330017447032812,,,,
9,meditation,custom,SCL,0,59.975,,,,,,,,,2.2545911277333897,-0.3696891536408292,,
9,meditation,custom,SCL,1,59.974999999999994,,,,,,,,,1.7587410103281338,-0.44317978882047765,,
9,meditation,custom,SCL,2,59.974999999999994,,,,,,,,,1.390111748476823,-0.29455553896060704,,
9,meditation,custom,SCL,3,59.974999999999994,,,,,,,,,1.15217800522844,-0.19506931358348148,,
9,meditation,custom,SCL,4,59.97500000000002,,,,,,,,,0.9943203778068225,-0.12412615876991889,,
9,meditation,custom,SCL,5,1.1499999999999773,,,,,,,,,0.9338663816452026,-6.973955152044727e-15,,
9,meditation,custom,SCR,0,59.975,,,,,,,,,,,0.5887914585731773,-0.010310721410390496
9,meditation,custom,SCR,1,59.974999999999994,,,,,,,,,,,0.0,-0.018889783570775715
9,meditation,custom,SCR,2,59.974999999999994,,,,,,,,,,,0.0,-0.012532433162753733
9,meditation,custom,SCR,3,59.974999999999994,,,,,,,,,,,0.0,-0.008142409953870762
9,meditation,custom,SCR,4,59.97500000000002,,,,,,,,,,,0.0,-0.0054214458915520895
9,meditation,custom,SCR,5,1.1499999999999773,,,,,,,,,,,0.0,-0.004233234651148898
9,meditation,custom,U_15_Temp       ,0,59.975,,,,,,,,,,,,
9,meditation,custom,U_15_Temp       ,1,59.974999999999994,,,,,,,,,,,,
9,meditation,custom,U_15_Temp       ,2,59.974999999999994,,,,,,,,,,,,
9,meditation,custom,U_15_Temp       ,3,59.974999999999994,,,,,,,,,,,,
9,meditation,custom,U_15_Temp       ,4,59.97500000000002,,,,,,,,,,,,
9,meditation,custom,U_15_Temp       ,5,1.1499999999999773,,,,,,,,,,,,
