sec,SCL,SCR,TEMP,BVP,PVA,HR,MOTION
0,2.5253685235977175,0.0010000000474974,35.07700119018555,50.12881536483765,0.0,30.0,0.0
1,2.490615552663803,0.07518972894176837,35.08775053024292,50.001220893859866,0.0,30.0,0.0
2,2.456854462623596,0.13188903821865092,35.09000015258789,49.98229570388794,7.028693628311157,47.93978128433228,0.0
3,2.4453718602657317,-0.03632983624702316,35.09000015258789,50.59951162338257,9.7069598197937,63.781841087341306,0.0
4,2.4308374404907225,-0.047433935105800594,35.09000015258789,49.88278388977051,9.856532168388366,70.02871570587158,0.0
5,2.4138233721256257,-0.04450785424560305,35.08350124359131,50.17460308074951,10.354090213775635,72.35565185546875,0.0
6,2.398449641466141,-0.03906750669702883,35.0760009765625,49.21672801971435,18.376067829132076,73.57968292236328,0.0
7,2.3836100578308104,-0.03781033949926491,35.06525049209595,51.29487133026123,22.206348943710328,73.72949237823487,0.0
8,2.372089296579361,-0.034787476435303645,35.060001373291016,50.57203922271729,21.91025605201721,74.16175155639648,0.01149497479200362
9,2.363353395462036,-0.029290742008015448,35.051249504089355,49.06043949127197,22.882784271240233,73.26312484741212,0.0
10,2.359309673309326,-0.021119258459657377,35.04999923706055,47.310134410858154,24.11111135482788,72.82017135620117,0.0
11,2.3560289561748506,-0.01488830051384861,35.04999923706055,52.74175834655762,22.973137617111203,74.3136552810669,0.01724246218800543
12,2.344660794734955,-0.01824341786559668,35.042500495910645,49.77716703414917,24.621489048004154,75.72186279296875,0.0
13,2.329782998561859,-0.025017525441944567,35.040000915527344,47.76495733261108,26.174603080749513,74.9560619354248,0.0
14,2.316469293832779,-0.02944189561530945,35.040000915527344,48.391941452026366,26.61294279098511,73.13165283203125,0.0
15,2.3065508365631104,-0.02942324825562534,35.0337495803833,52.33638572692871,25.860195875167847,73.07511043548584,0.01724246218800543
16,2.295525997877121,-0.029028154863044588,35.029998779296875,48.42796087265015,26.377289724349975,74.81255531311035,0.0298150911927223
17,2.2822504460811617,-0.02989921933040019,35.029998779296875,49.81562881469726,25.208791160583495,75.55427169799805,0.017781289108097537
18,2.274697107076645,-0.025372865307144787,35.025249576568605,50.02442007064819,27.112331867218018,77.59232959747314,0.0
19,2.3277230143547056,0.03329098288813835,35.02000045776367,48.446275901794436,27.595237827301027,77.63278503417969,0.0
20,2.4290063083171844,0.12053183168172829,35.01724987030029,48.65506677627563,25.200244140625,78.15700817108154,0.0
21,2.4492629706859588,0.11132540702819818,35.0099983215332,50.62759447097778,22.753968381881712,79.52996997833252,0.0
22,2.411801505088806,0.04539848826825613,35.01724987030029,50.63003664016723,21.684982538223267,80.36557483673096,0.0
23,2.387501132488251,-0.0029940588117824377,35.02000045776367,49.26373605728149,20.439561080932616,78.42371826171875,0.0
24,2.3826944828033447,-0.025577742792665885,35.02000045776367,49.54273500442505,19.85042691230774,76.05927982330323,0.0
25,2.3930326223373415,-0.0164541301201097,35.02000045776367,49.31562852859497,20.911477613449097,73.55387344360352,0.0
26,2.3941007375717165,-0.004698323065531393,35.02000045776367,50.9078145980835,21.091575622558594,72.5434555053711,0.005388269573450085
27,2.3919644355773926,0.0007733345040378469,35.02000045776367,49.944444465637204,20.80647101402283,72.3292043685913,0.025145257823169214
28,2.4064226269721987,0.015423350699711541,35.02000045776367,49.20634937286377,21.253968811035158,73.62499504089355,0.018320116214454157
29,2.4977110981941224,0.09463866874575609,35.02000045776367,51.29792432785034,23.53418779373169,75.44040279388427,0.012213410995900623
30,2.643322545289993,0.2027154929935932,35.02000045776367,82.18070755004882,23.931623458862305,75.66204071044922,0.7425035238265991
31,2.6992858707904817,0.20156935006380078,35.022999954223636,12.675824199989439,23.931623458862305,75.66204071044922,0.3617324829101562
32,2.7560503005981447,0.19148375056684014,35.02000045776367,44.33882789611816,23.931623458862305,75.66204071044922,0.1866137264296412
33,2.7962965607643127,0.15444170217961067,35.02000045776367,87.30463943481445,23.931623458862305,76.20918273925781,0.4224403129890561
34,2.76306956410408,0.05274234286916905,35.02000045776367,49.05555544509552,50.26495599746704,76.00524711608887,1.5521807745099068
35,2.6890621721744536,-0.05045220607426011,35.02000045776367,25.70207563834265,67.85469970703124,73.25155239105224,1.8404531612992288
36,2.6774269580841064,-0.060732657834887425,35.014499282836915,87.90232000350952,87.17948913574219,58.5080451965332,2.557452219724655
37,2.815752124786377,0.07525973075826183,35.0099983215332,55.03601942062378,87.17948913574219,58.5080451965332,1.47710422873497
38,2.9917294681072235,0.22641938067972656,35.00349941253662,31.509157401742414,87.17948913574219,58.5080451965332,0.33048051744699475
39,3.1754890620708465,0.34916688576340676,34.99275121688843,30.65872995289974,87.17948913574219,58.5080451965332,0.04131006598472593
40,3.2685323774814607,0.33917087316513056,34.9900016784668,44.3003662109375,87.17948913574219,58.5080451965332,0.0
41,3.234389787912369,0.18770781159400937,34.98174991607666,49.230158948898314,90.32722625732421,52.79721364974976,0.09142096936702725
42,3.167859423160553,0.02937657520815264,34.97999954223633,52.0921856880188,33.94383239746094,53.5265025138855,0.04382459111511705
43,3.113612765073776,-0.07078323387540873,34.97999954223633,54.40231981277466,30.921855449676514,71.46106719970703,0.0
44,3.0611972391605375,-0.12287287581712007,34.97300071716309,50.940171241760254,25.15750923156738,83.80687408447265,0.012931846641004075
45,3.015610229969025,-0.12845424488186835,34.97425050735474,50.078143787384036,27.37545852661133,86.18987636566162,0.0
46,2.976355791091919,-0.11539120208472012,34.97999954223633,19.899267475120723,27.868131637573242,86.80834045410157,0.0804648226127028
47,2.937520980834961,-0.10548707898706196,34.985500717163085,48.16422455320135,28.22954750061035,87.20930480957031,0.08315895851701496
48,2.894222843647003,-0.10385316833853717,34.9900016784668,61.398046505451205,41.18192930221558,87.64280014038086,0.08154247701168059
49,2.854930263757706,-0.10027454625815149,35.0,84.46092805862426,84.32844734191895,87.14721488952637,0.008980449289083476
50,2.826281023025513,-0.08942114263772959,35.0099983215332,36.89682536125183,97.94871520996094,86.9565200805664,0.0
51,2.803544741868973,-0.07585367728024715,35.01774997711182,36.12881565093994,97.94871520996094,86.9565200805664,0.0
52,2.783669525384903,-0.0631482902914285,35.025249576568605,46.23809556961059,97.94871520996094,86.9565200805664,0.0
53,2.764824378490448,-0.05375287029892199,35.029998779296875,45.27289371490478,96.79731140136718,83.64122867584229,0.0
54,2.7446821570396422,-0.050217084120958974,35.029998779296875,51.702686405181886,54.89682588577271,79.17166404724121,0.0
55,2.7274010300636293,-0.046817283984273594,35.029998779296875,51.051893043518064,43.29609394073486,77.26618671417236,0.0
56,2.711722141504288,-0.04357581911608569,35.03099899291992,46.69291830062866,40.84493217468262,76.63597145080567,0.03969358466565605
57,2.6942884802818297,-0.04287549965083591,35.040000915527344,47.42918195724487,38.717949295043944,76.65298919677734,0.0
