signal,mean,std,min,max
SCL,0.8417449774882722,0.02885989076349259,0.760979026556015,0.9168141826987266
SCR,0.0006489678382404152,0.011300967163205432,-0.022042582184076263,0.08003825200721616
BVP,49.70077154307666,2.426685877913465,43.24053692817688,63.112331771850585
PVA,10.875078620962132,8.069638430432846,0.0,52.405372619628906
HR,70.03758902850737,13.546722309605078,30.0,95.16256713867188
MOTION,0.06827468329180415,0.16774298799546167,0.0,1.9701308757066727
