signal,mean,std,min,max
SCL,3.0798419208869197,0.8837762477958807,0.0,5.003585946559909
SCR,0.024347944503299246,0.1599240075344762,-0.18153888806700702,0.8239443719387056
BVP,49.744210368223754,2.5503418741423536,29.213675405737014,60.678266525268555
PVA,18.395788955371643,5.218953861600631,0.0,46.700853347778335
HR,78.15977248290054,13.090161273781694,30.0,98.46190185546887
MOTION,0.037227391923756105,0.08127546784287673,0.0,0.6503641106188298
