,value
SCL_mean_stress,2.0549861400131375
SCL_mean_medit,4.307538694915581
ΔSCL_medit_minus_stress,2.2525525549024437
HR_mean_stress,80.29090518634581
HR_mean_medit,78.88479633553084
ΔHR_medit_minus_stress,-1.4061088508149737
PVA_mean_stress,20.55381935731913
PVA_mean_medit,6.568471378345427
ΔPVA_medit_minus_stress,-13.985347978973705
RMSSD_ms_stress,118.5363745566027
RMSSD_ms_medit,137.6774847982
ΔRMSSD_ms,19.141110241597303
