,value
SCL_mean_stress,2.4773450757676976
SCL_mean_medit,2.2215732225647002
ΔSCL_medit_minus_stress,-0.25577185320299733
HR_mean_stress,92.27299386496561
HR_mean_medit,97.6078685158511
ΔHR_medit_minus_stress,5.334874650885482
PVA_mean_stress,26.77936386610583
PVA_mean_medit,34.90855881082655
ΔPVA_medit_minus_stress,8.12919494472072
RMSSD_ms_stress,183.1041819136372
RMSSD_ms_medit,163.4340055107954
ΔRMSSD_ms,-19.670176402841804
